nome_departamento,nome_seccional,nome_delegacia,cidade,num_bo,ano_bo,data_comunicacao_bo,data_ocorrencia_bo,hora_ocorrencia_bo,descr_periodo,descr_tipolocal,bairro,logradouro,numero_logradouro,latitude,longitude,nome_delegacia_circunscricao,nome_departamento_circunscricao,nome_seccional_circunscricao,nome_municipio_circunscricao,rubrica,descr_conduta,natureza_apurada,mes_estatistica,ano_estatistica
DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,S.ANDRE,117,2022,12/01/2022,08/01/2022,19:00:00,,Templo e afins,JARDIM PAULISTA,PRAÇA NOSSA SENHORA DO BRASIL,1.0,-23.723956273880688, -46.57638391324954,78º D.P. JARDINS,DECAP,DEL.SEC.1º CENTRO,S.PAULO,Furto (art. 155),OUTROS,FURTO - OUTROS,1,2022
